tweets,id,date,likes,retweets,clean_tweet,sentiment_negative,sentiment_positive,sentiment_neutral,subjectivity 
"*THE $55M EMBRAER 190 CHOP CHOP!* Appendages and communicators for former President John Dramani Mahama claim the 26th April 2012 letter he sent to Mr Felipe Monteiro is fake. As they say, paper trail no dey lie. ",1227131149681647617,2020-02-11 07:23:59+00:00,2.0,0.0,embraer chop appendages communicators former president john dramani mahama claim april letter sent mr felipe monteiro fake say paper trail dey lie,0.379,0.0,0.871,0.5
"*THE $55M EMBRAER 190 CHOP CHOP!* Appendages and communicators for former President John Dramani Mahama claim the 26th April 2012 letter he sent to Mr Felipe Monteiro is fake. As they say, paper trail no dey lie. ",1227126820987899904,2020-02-11 07:06:47+00:00,2.0,0.0,embraer chop appendages communicators former president john dramani mahama claim april letter sent mr felipe monteiro fake say paper trail dey lie,0.379,0.0,0.871,0.5
"The name JOHN DRAMANI MAHAMA sounds like an earthquake in the ears of the NPP. With all the “achievement and delivering on our promises”, the mere mention of that name makes people in the NPPigs group poop in their shorts. ",1227117266711515138,2020-02-11 06:28:49+00:00,0.0,0.0,name john dramani mahama sounds like earthquake ears npp delivering mere mention name makes people nppigs group poop shorts,0.5,0.122,0.878,0.5
"A Communicator of the ruling New Patriotic Party (NPP), Awal Mohammed, has said National Democratic Congress (NDC) flagbearer, John Dramani Mahama has no credibility to contest for the 2020 elections. ",1227107956698832897,2020-02-11 05:51:50+00:00,5.0,0.0,communicator ruling new patriotic party npp awal mohammed said national democratic congress ndc flagbearer john dramani mahama credibility contest elections,0.0,0.26036363636363635,0.876,0.45454545454545453
"According to him, members of the NPP have targeted former President John Dramani Mahama to ‘paint him black’ in the eyes of the electorates. ",1227107075932786688,2020-02-11 05:48:20+00:00,2.0,0.0,according members npp targeted former president john dramani mahama eyes electorates,0.0,0.0,1.0,0.0
Big bro I only want a Polo top with JOHN DRAMANI MAHAMA on it,1227062097110020100,2020-02-11 02:49:36+00:00,2.0,0.0,big bro want polo top john dramani mahama,0.0,0.591,0.659,0.3
"Indeed no condition is permanent. Nothing in life stays the same. It’s true in words as it is indeed, Jimmy Cliff sums it up nicely. 4 years ago, John Dramani Mahama had all the power and authority to do whatever he likes. It never crossed his mind for a moment that",1227020021513228289,2020-02-11 00:02:24+00:00,1.0,0.0,indeed condition permanent nothing life stays true words indeed jimmy cliff sums nicely years ago john dramani mahama power authority whatever likes never crossed mind moment,0.074,0.698,0.702,0.825
"A document has emerged which suggests how the then Vice-President John Dramani Mahama allegedly dealt directly with manufacturers of the Brazil aircraft manufacturer, Embraer Defence, and Security. The 26th April… https://pemsantv.com/mahama-embraer-letters-pop-up-in-55m-deal/",1226896877574119424,2020-02-10 15:53:04+00:00,0.0,0.0,document emerged suggests vicepresident john dramani mahama allegedly dealt directly manufacturers brazil aircraft manufacturer embraer defence security URL,0.0,0.192,0.808,0.25
"Just imagine The whole scandal tells you that John Dramani Mahama is a crass crook and a criminal of the highest grade. Look the whole deal was a deliberate orchestration. Very well planned and executed by criminally minded crooks, The Mahamas. An inheritance from their father.",1226889287901179904,2020-02-10 15:22:55+00:00,0.0,0.0,imagine whole scandal tells john dramani mahama crass crook criminal highest grade look whole deal deliberate orchestration well planned executed criminally minded crooks mahamas inheritance father,0.30100000000000005,0.067,0.732,0.47500000000000003
"A document has emerged which suggests how the then Vice-President John Dramani Mahama allegedly dealt directly with manufacturers of the Brazil aircraft manufacturer, Embraer Defence and Security. http://bit.ly/2SdItGN",1226886523452297216,2020-02-10 15:11:56+00:00,0.0,0.0,document emerged suggests vicepresident john dramani mahama allegedly dealt directly manufacturers brazil aircraft manufacturer embraer defence security URL,0.0,0.192,0.808,0.25
JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA JOHN DRAMANI MAHAMA ,1226858780899540992,2020-02-10 13:21:41+00:00,46.0,12.0,john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama john dramani mahama,0.0,0.0,1.0,0.0
"Airbus: John Dramani Mahama, NDC's Presidential candidate personally wrote to the Director of Embrar Defense and Security dated 26th April, 2012 reveals. John Dramani Mahama is #GovernmentOfficial1 #SayNoToConMahama",1226857957125697542,2020-02-10 13:18:25+00:00,5.0,1.0,airbus john dramani mahama ndcs presidential candidate personally wrote director embrar defense security dated april reveals john dramani mahama governmentofficial1 saynotoconmahama,0.0,0.17,0.83,0.3
"John Dramani Mahama, NDC's Presidential candidate personally wrote to the Director of Embrar Defense and Security dated 26th April, 2012 reveals. John Dramani Mahama is #GovernmentOfficial1 #SayNoToConMahama",1226857299966398464,2020-02-10 13:15:48+00:00,7.0,0.0,john dramani mahama ndcs presidential candidate personally wrote director embrar defense security dated april reveals john dramani mahama governmentofficial1 saynotoconmahama,0.0,0.178,0.822,0.3
JOHN DRAMANI MAHAMA,1226856063686840320,2020-02-10 13:10:54+00:00,3.0,0.0,john dramani mahama,0.0,0.0,1.0,0.0
"According to the Minority Leader, Haruna Iddrisu, the public debt of Ghana shot up to GH¢140 billion after the New Patriotic Party (NPP) government took office from his flagbearer, John Dramani Mahama. ",1226849908231168001,2020-02-10 12:46:26+00:00,10.0,0.0,according minority leader haruna iddrisu public debt ghana shot billion new patriotic party npp government took office flagbearer john dramani mahama,0.103,0.18018181818181817,0.785,0.2606060606060606
"John Dramani Mahama NDC's Presidential candidate and former President of the Republic of Ghana is #GivernmentOffoicial 1 as he personally wrote to the Director of Embrar Defense and Security dated 26th April, 2012 reveals. @Generals_Creed @JDMahama",1226836888310468609,2020-02-10 11:54:42+00:00,1.0,0.0,john dramani mahama ndcs presidential candidate former president republic ghana givernmentoffoicial personally wrote director embrar defense security dated april reveals USER_MENTION USER_MENTION,0.0,0.163,0.837,0.15
"Ridge hospital, Thanks to His Excellency John Dramani Mahama ",1226813097991688192,2020-02-10 10:20:10+00:00,12.0,2.0,ridge hospital thanks excellency john dramani mahama,0.0,0.7610000000000001,0.439,0.2
"Bank of Ghana Hospital, thank you His Excellency John Dramani Mahama ",1226812927753281536,2020-02-10 10:19:29+00:00,6.0,2.0,bank ghana hospital thank excellency john dramani mahama,0.0,0.5,0.5,0.0
Thanks ti HIS EXCELLENCY JOHN DRAMANI MAHAMA ,1226812692930932736,2020-02-10 10:18:33+00:00,0.0,0.0,thanks ti excellency john dramani mahama,0.0,0.815,0.385,0.2
John Dramani Mahama. Senior dey love movement pass lower school boys @TediBAKER,1226809612952907776,2020-02-10 10:06:19+00:00,2.0,0.0,john dramani mahama senior dey love movement pass lower school boys USER_MENTION,0.134,0.756,0.61,0.6
"If the UK and the USA courts come to confirm “Government Official 1 or Individual 1” is John Dramani Mahama, will the NDC still come out to debunk this, including the government elected official 1?",1226782505019330560,2020-02-10 08:18:36+00:00,0.0,0.0,uk usa courts come confirm official individual john dramani mahama ndc still come debunk including government elected official,0.0,0.0,1.0,0.4
Breaking news: The much talked about letter written by John Dramani Mahama ,1226780794355625988,2020-02-10 08:11:48+00:00,22.0,1.0,breaking news much talked letter written john dramani mahama,0.0,0.2,1.0,0.2
"John Dramani Mahama NDC's Presidential candidate and former President of the Republic of Ghana is #GivernmentOffoicial 1 as he personally wrote to the Director of Embrar Defense and Security dated 26th April, 2012 reveals. @HabibLooksharp @Generals_Creed @empressbaakop3",1226779823315595266,2020-02-10 08:07:57+00:00,9.0,4.0,john dramani mahama ndcs presidential candidate former president republic ghana givernmentoffoicial personally wrote director embrar defense security dated april reveals USER_MENTION USER_MENTION USER_MENTION,0.0,0.157,0.843,0.15
"""I find it necessary to assure you of my Government 's commitment to complete negotiations for the aircraft.""~ John Dramani Mahama, Gov't Official 1. ",1226772111773110272,2020-02-10 07:37:18+00:00,79.0,21.0,find necessary assure government commitment complete negotiations john dramani mahama govt official,0.0,0.383,0.667,0.7
"Mahama performed well when compared with how Nana-Addo is currently struggling. Judging by observable reality happening in Ghana, John Dramani Mahama will win Nana-Addo in their next presidential election if Nana-Addo doesn't appoint a Tanko..",1226770976702189568,2020-02-10 07:32:47+00:00,0.0,0.0,mahama performed well compared nanaaddo currently struggling judging observable reality happening ghana john dramani mahama win nanaaddo next presidential election nanaaddo doesnt appoint tanko,0.094,0.4656666666666667,0.707,0.26666666666666666
Hon. 2020 we now prefer JOHN DRAMANI MAHAMA,1226643175562981377,2020-02-09 23:04:57+00:00,4.0,0.0,hon prefer john dramani mahama,0.0,0.0,1.0,0.0
#CorruptNanaAddo #TheUselessOne TUO RT JMbapeppy: JOHN DRAMANI MAHAMA .... #RESCUEMISSION,1226591964377886721,2020-02-09 19:41:27+00:00,5.0,3.0,corruptnanaaddo theuselessone tuo jmbapeppy john dramani mahama rescuemission,0.0,0.0,1.0,0.0
My Daily Diary of Political Activism: Personal Security for John Dramani Mahama must be beefed Up https://ghananewsonline.com.gh/my-daily-diary-of-political-activism-personal-security-for-john-dramani-mahama-must-be-beefed-up/,1226578506399784961,2020-02-09 18:47:59+00:00,1.0,0.0,daily diary political activism personal security john dramani mahama must beefed URL,0.0,0.179,0.821,0.13333333333333333
I know by All means John Dramani Mahama is coming back 2021,1226575564057784321,2020-02-09 18:36:17+00:00,0.0,0.0,know means john dramani mahama coming back,0.0,0.0,1.0,0.0
#John Dramani Mahama,1226490442583289856,2020-02-09 12:58:03+00:00,0.0,0.0,john dramani mahama,0.0,0.0,1.0,0.0
The coronavirus of Ghana is John Dramani Mahama and NDC party. Beware ware,1226468708543057921,2020-02-09 11:31:41+00:00,1.0,0.0,coronavirus ghana john dramani mahama ndc party beware ware,0.0,0.252,0.748,0.0
"H.E John Dramani Mahama,President of the Republic of Ghana and Commander in Chief of the Ghana Armed Forces,7th January,2021 to 6th January,2024. As we get closer, they will throw more mud n dirt at him. Let us remain focused. We are closer and they know. Darkness before light ",1226457848474894336,2020-02-09 10:48:32+00:00,48.0,7.0,h.e john dramani republic ghana commander chief ghana armed get closer throw mud n dirt let us remain focused closer know darkness light,0.163,0.496,0.741,0.7
JOHN DRAMANI MAHAMA .... #RESCUEMISSION,1226455385625759744,2020-02-09 10:38:45+00:00,72.0,13.0,john dramani mahama rescuemission,0.0,0.0,1.0,0.0
"H.E John Dramani Mahama,President of the Republic of Ghana and Commander in Chief of the Ghana Armed Forces,7th January,2021 to 6th January,2025. ",1226453082898411521,2020-02-09 10:29:36+00:00,1.0,0.0,h.e john dramani republic ghana commander chief ghana armed,0.0,0.0,1.0,0.0
@Akua_Nana_ please where’s the 500 Excavators gone.... remember we’re in the Voting year and you and your people dey let things messing up like ..... do you think we are fools to vote you back.... my ID is resting waiting for 2020 Election ....John Dramani Mahama ,1226447744627281922,2020-02-09 10:08:23+00:00,0.0,0.0,USER_MENTION please excavators gone remember voting year people dey let things messing like think fools vote back id resting waiting election john dramani mahama,0.11,0.166,0.724,0.0
Who Wins Election 2020? Click to Cast Your Vote. https://mixgh.com/?p=1991 President John Dramani Mahama is the next President in 2020,1226419968356515840,2020-02-09 08:18:00+00:00,0.0,0.0,wins election click cast vote URL president john dramani mahama next president,0.0,0.402,0.748,0.1
"Most o you walk with your eyes closed,John Dramani Mahama has no place in Ghana politics,he is not coming back,no tricycle had lost ,no excavators missing,just tell us who is government official 1 ,John Mahama President apuuuu",1226404963456356352,2020-02-09 07:18:23+00:00,0.0,1.0,walk eyes dramani mahama place ghana coming tricycle lost excavators tell us government official john mahama president apuu,0.119,0.0,0.881,0.0
"Former President John Dramani Mahama, Sammy Gyamfi and a lot of his appointees will be jailed before the 2020 general elections. They will cast their vote in Nsawam Prison -Kofi Akpaloo Founder Liberal Party of Ghana (LPG), #KimlykessehOnline",1226117968070922241,2020-02-08 12:17:58+00:00,16.0,1.0,former president john dramani mahama sammy gyamfi lot appointees jailed general elections cast vote nsawam prison kofi akpaloo founder liberal party ghana lpg kimlykessehonline,0.215,0.114,0.695,0.25
"Former President John Dramani Mahama, Sammy Gyamfi and a lot of his appointees will be jailed before the 2020 general elections. They will cast their vote in Nsawam Prison -Kofi Akpaloo Founder Liberal Party of Ghana (LPG), #KimlykessehOnline",1226117152480153600,2020-02-08 12:14:43+00:00,22.0,2.0,former president john dramani mahama sammy gyamfi lot appointees jailed general elections cast vote nsawam prison kofi akpaloo founder liberal party ghana lpg kimlykessehonline,0.215,0.114,0.695,0.25
A delegation from the Sunyani Traditional Council has called on former President John Dramani Mahama to inform him of the burial and... ,1226060623156404225,2020-02-08 08:30:06+00:00,1.0,0.0,delegation sunyani traditional council called former president john dramani mahama inform burial,0.0,0.0,1.0,0.375
John Mahama receives invitation to Suma Akwantu Kese Festival The Suma Traditional Council led by the Sumamanhene Odeneho Dr. Affram Brempong III has paid a courtesy call on former President John Dramani Mahama in his office in Accra. ,1225998427043123200,2020-02-08 04:22:57+00:00,3.0,1.0,john mahama receives invitation suma akwantu kese festival suma traditional council led sumamanhene odeneho dr affram brempong ii paid courtesy call former president john dramani mahama office accra,0.0,0.18,0.82,0.375
JOHN DRAMANI MAHAMA is quite. is it a new strategy ?,1225917598556139520,2020-02-07 23:01:46+00:00,2.0,0.0,john dramani mahama quite new strategy,0.0,0.13636363636363635,1.0,0.45454545454545453
A delegation from the Sunyani Traditional Council has called on former President John Dramani Mahama to inform him of the burial and... ,1225863061572964352,2020-02-07 19:25:03+00:00,0.0,0.0,delegation sunyani traditional council called former president john dramani mahama inform burial,0.0,0.0,1.0,0.375
"Investments under John Dramani Mahama in 4 yrs: $1.5billion Tema Port Expansion $1.1billion in water expansion projects $1billion in road infrastructure $278million KIA Terminal 3 $20 million broiler project to reduce import of poultry by 40% Choose Mahama, Choose Development ",1225790984572805120,2020-02-07 14:38:39+00:00,120.0,19.0,investments john dramani mahama yrs tema port expansion water expansion projects road infrastructure kia terminal million broiler project reduce import poultry choose mahama choose development,0.149,0.0,0.851,0.0
"The flagbearer of the National Democratic Congress (NDC), John Dramani Mahama, on Thursday visited The Church of Jesus Christ of... ",1225744532307726337,2020-02-07 11:34:04+00:00,0.0,0.0,flagbearer national democratic congress ndc john dramani mahama thursday visited church jesus christ,0.0,0.0,1.0,0.0
I don't think this is John Dramani Mahama. Cud be Joseph Dre Mahamudu with a face that looks like John Mahama. Cos if ebi am paaaaa deɛ go be funny ,1225693406438969344,2020-02-07 08:10:55+00:00,1.0,0.0,dont think john dramani mahama cud joseph dre mahamudu face looks like john mahama cos ebi paa go funny,0.0,0.491,0.759,1.0
"The flagbearer of the National Democratic Congress (NDC), John Dramani Mahama, on Thursday visited The Church of Jesus Christ of Latter-Day Saints in Accra. ",1225690042774900742,2020-02-07 07:57:33+00:00,4.0,1.0,flagbearer national democratic congress ndc john dramani mahama thursday visited church jesus christ latterday saints accra,0.0,0.0,1.0,0.0
"The flagbearer of the National Democratic Congress (NDC), John Dramani Mahama, on Thursday visited The Church of Jesus Christ of Latter-Day Saints in Accra. http://www.myjoyonline.com/politics/2020/february-6th/election-2020-mahama-visits-the-church-of-jesus-christ-of-latter-day-saints.php",1225690003591745536,2020-02-07 07:57:23+00:00,1.0,1.0,flagbearer national democratic congress ndc john dramani mahama thursday visited church jesus christ latterday saints accra URL,0.0,0.0,1.0,0.0
Vote For John Dramani Mahama to come and stop the rot being perpetuated on Ghanaians by the Stealers Brigade in power. #1Excavator1Aboboyaa #NanaAddoGalamsey #Vote4Mahama2020,1225651027661053953,2020-02-07 05:22:31+00:00,2.0,0.0,vote john dramani mahama come stop rot perpetuated ghanaians stealers brigade power nanaaddogalamsey vote4mahama2020,0.31,0.0,0.69,0.0
H.E John Dramani Mahama visits The Church of Jesus Christ of Latter-Day Saints... ,1225550788598079491,2020-02-06 22:44:12+00:00,19.0,1.0,h.e john dramani mahama visits church jesus christ latterday saints,0.0,0.0,1.0,0.0
"The flagbearer of the National Democratic Congress (NDC), John Dramani Mahama has accused the Akufo-Addo led... ",1225495137293340672,2020-02-06 19:03:03+00:00,0.0,0.0,flagbearer national democratic congress ndc john dramani mahama accused akufoaddo led,0.18,0.0,0.82,0.0
"Smile, Smile and Smile Again... It confuses them... H.E John Dramani Mahama...@JDMahama Ghana's Next President... #Rescuemission #GO4JM2020",1225467489322196992,2020-02-06 17:13:12+00:00,7.0,1.0,smile smile smile confuses h.e john dramani mahama USER_MENTION ghanas next president rescuemission go4jm2020,0.116,0.604,0.505,0.07500000000000001
John Dramani Mahama nie. Elected Government official One nie. ,1225454623537975296,2020-02-06 16:22:04+00:00,0.0,0.0,john dramani mahama nie elected government official one nie,0.0,0.0,1.0,0.0
It's John Dramani Mahama,1225426114916552704,2020-02-06 14:28:47+00:00,0.0,0.0,john dramani mahama,0.0,0.0,1.0,0.0
The-Liberal-Party-of-Ghana-LPG-has-challenged-former-President-John-Dramani-Mahama-to-tell-Ghanaians-what-he-knows-about-the-Airbus-bribe... https://is.gd/1bFgK3,1225407306558361601,2020-02-06 13:14:03+00:00,0.0,0.0,theliberalpartyofghanalpghaschallengedformerpresidentjohndramanimahamatotellghanaianswhatheknowsabouttheairbusbribe URL,0.0,0.0,1.0,0.0
John Dramani Mahama is international figure in corruption. #GovernmentOfficialOne,1225379019824271361,2020-02-06 11:21:39+00:00,2.0,0.0,john dramani mahama international figure corruption governmentofficialone,0.0,0.0,1.0,0.0
"John Dramani Mahama, on Wednesday held a consultative meeting with national executives of the National Association of Graduate Teachers (NAGRAT). ",1225345474095460352,2020-02-06 09:08:21+00:00,1.0,0.0,john dramani mahama wednesday held consultative meeting national executives national association graduate teachers nagrat,0.0,0.0,1.0,0.0
"John Dramani Mahama, on Wednesday held a consultative meeting with national executives of the National Association of Graduate Teachers (NAGRAT). http://www.myjoyonline.com/politics/2020/february-6th/mahama-holds-meeting-with-nagrat-leadership.php",1225333764131180544,2020-02-06 08:21:49+00:00,0.0,0.0,john dramani mahama wednesday held consultative meeting national executives national association graduate teachers nagrat URL,0.0,0.0,1.0,0.0
"Former President John Dramani Mahama, a well focused leader, has been consultating with leadership of stakeholder groups. He did so with teacher unions yesterday. This effective leadership styles gives hope of the inclusiveness that has been lacking. ",1225314541577342976,2020-02-06 07:05:26+00:00,1.0,0.0,former president john dramani mahama well focused leader consultating leadership stakeholder groups teacher unions yesterday effective leadership styles gives hope inclusiveness lacking,0.0,0.673,0.627,0.4
Nana Addo fought corruption more than John Dramani Mahama ,1225310048479535104,2020-02-06 06:47:35+00:00,0.0,0.0,nana addo fought corruption john dramani mahama,0.277,0.0,0.723,0.0
John Dramani Mahama aka Government Official 1 ,1225183225590571008,2020-02-05 22:23:38+00:00,15.0,3.0,john dramani mahama aka government official,0.0,0.0,1.0,0.0
"Government Official-1, John Dramani Mahama, the knwn conman",1224979940698771456,2020-02-05 08:55:51+00:00,2.0,1.0,government official1 john dramani mahama knwn conman,0.0,0.0,1.0,0.0
John dramani Mahama,1224959672962224128,2020-02-05 07:35:19+00:00,0.0,0.0,john dramani mahama,0.0,0.0,1.0,0.0
Thanks to former President John Dramani Mahama a.k.a Government Official 1 . Atta Adowa 1 #GovernmentOfficialOne #IndividualOne #TheIncompetentOne #SayNoToConMahama #SayNoToAirbusMahama,1224948951960473600,2020-02-05 06:52:43+00:00,1.0,0.0,thanks former president john dramani mahama a.k.a government official atta adowa governmentofficialone individualone theincompetentone saynotoconmahama saynotoairbusmahama,0.0,0.262,0.838,0.1
Am for John Dramani Mahama,1224789176907857925,2020-02-04 20:17:49+00:00,0.0,0.0,john dramani mahama,0.0,0.0,1.0,0.0
"If the holy Nana Akuffo Addo is not without any corrupt dealing, then he should go ahead and prosecute and jail the evil John Dramani Mahama. The NPP guys who are casting stones on their former president have forgotten that they are also actively practising corruption.",1224770778329161729,2020-02-04 19:04:43+00:00,0.0,0.0,holy nana akuffo addo without corrupt dealing go ahead prosecute jail evil john dramani mahama npp guys casting stones former president forgotten also actively practising corruption,0.6166666666666667,0.069,0.661,0.52
President Akufo-Addo has told residents of Kpalbe in the Salaga North constituency that he is more of a brother to then than former President John Dramani Mahama. https://www.primenewsghana.com/politics/i-am-more-of-a-brother-to-you-than-your-brother-from-bole-bamboi-prez-akufo-addo-tells-kpalbe-residents.html#.Xjm6e0_dMgU.twitter #primenews,1224764606398312452,2020-02-04 18:40:11+00:00,1.0,0.0,president akufoaddo told residents kpalbe salaga north constituency brother former president john dramani mahama URL primenews,0.0,0.0,1.0,0.0
"Legislator for North Tongu Constituency has said his former boss, former President John Dramani Mahama is not Government Official 1 mentioned in the Airbus scandal. ",1224732740026880004,2020-02-04 16:33:34+00:00,4.0,0.0,legislator north tongu constituency said former boss former president john dramani mahama government official mentioned airbus scandal,0.153,0.0,0.847,0.0
"Akuffo Addo , you have the highest responsibility to protect the properties of the state before your 8-year term elapsed. Provide Ghanaians with new constitution to protect the country for future criminals. The capture of state properties by John Dramani Mahama",1224724566359957504,2020-02-04 16:01:05+00:00,0.0,0.0,akuffo addo highest responsibility protect properties state term elapsed provide ghanaians new constitution protect country future criminals capture state properties john dramani mahama,0.128,0.24818181818181817,0.692,0.2897727272727273
Which Ghanaian president are you in the 4th Republic? - Jerry John Rawlings - John Agyekum Kufuor - Evans Atta Mills - John Dramani Mahama - Nana Addo Dankwa Akufo-Addo #PulseGhana #PulseTeaser #PulseElection #Election2020 #BeyondThePromise,1224719980362715137,2020-02-04 15:42:52+00:00,54.0,2.0,ghanaian president republic jerry john rawlings john agyekum kufuor evans atta mills john dramani mahama nana addo dankwa akufoaddo pulseghana pulseteaser pulseelection election2020 beyondthepromise,0.0,0.0,1.0,0.0
@owusukw66980777 Hon Okudzeto Ablakwa has said former President John Dramani Mahama is not Government Official 1 mentioned in the Airbus scandal. He said the reference cannot be attributed to the NDC flagbearer because he “has always conducted himself above board.” ,1224700179825274881,2020-02-04 14:24:11+00:00,1.0,0.0,USER_MENTION hon okudzeto ablakwa said former president john dramani mahama government official mentioned airbus scandal said reference attributed ndc flagbearer always conducted,0.121,0.0,0.879,0.0
Special-Aide-to-the-former-President-John-Dramani-Mahama-lawyer-Godwin-Edudzi-Tamakloe-has-described-the-decision-of-President-Nana-Akufo... https://is.gd/dIsdOz,1224698636631601152,2020-02-04 14:18:03+00:00,0.0,0.0,specialaidetotheformerpresidentjohndramanimahamalawyergodwinedudzitamakloehasdescribedthedecisionofpresidentnanaakufo URL,0.0,0.0,1.0,0.0
John Dramani Mahama Granted Tax Waivers to 16 Companies https://ghananewsonline.com.gh/john-dramani-mahama-granted-tax-waivers-to-16-companies/,1224671912128724993,2020-02-04 12:31:51+00:00,2.0,0.0,john dramani mahama granted tax waivers companies URL,0.0,0.222,0.778,0.0
Former Black Stars coach Kwasi Appiah has alleged that former President John Dramani Mahama caused his removal after Ghana’s poor showing at the World cup in 2014. http://bit.ly/2u8LaAz,1224670408978391040,2020-02-04 12:25:53+00:00,0.0,0.0,former black stars coach kwasi appiah alleged former president john dramani mahama caused removal poor showing world cup URL,0.2803333333333333,0.0,0.853,0.22666666666666666
Good down with the message of change to the grassroots the media is on agenda to sabotage the second coming of ajumawura John Dramani Mahama especially despite media and multimedia,1224663408542281728,2020-02-04 11:58:04+00:00,2.0,0.0,good message change grassroots media agenda sabotage second coming ajumawura john dramani mahama especially despite media multimedia,0.16,0.3693333333333333,0.704,0.5333333333333333
The New Patriotic Party (NPP) has thrown a challenge to former President John Dramani Mahama to come out and state clearly his innocence in the case. http://bit.ly/2OrKQDN,1224659239060299776,2020-02-04 11:41:30+00:00,0.0,0.0,new patriotic party npp thrown challenge former president john dramani mahama come state clearly innocence case URL,0.0,0.4957878787878788,0.583,0.2792929292929293
Vitus Azeem has described the attempts to link former president John Dramani Mahama to the recent Airbus bribery scandal as very premature #yennews #DKBcomedy #showbizagenda #citicbs #RiddimOfTheGods ,1224658264207581186,2020-02-04 11:37:37+00:00,8.0,1.0,vitus azeem described attempts link former president john dramani mahama recent airbus bribery scandal premature yennews dkbcomedy showbizagenda citicbs riddimofthegods,0.132,0.0,0.868,0.125
Though-the-UKs-Crown-Courts-judgement-did-not-explicitly-name-former-President-John-Dramani-Mahama-as-the-Government-Official-1-in-the-in... ,1224646298512441345,2020-02-04 10:50:05+00:00,0.0,0.0,thoughtheukscrowncourtsjudgementdidnotexplicitlynameformerpresidentjohndramanimahamaasthegovernmentofficial1inthein,0.0,0.0,1.0,0.0
U’ve soon forgot how u painted President Akuffo Addo black way back in 2015?And can u also tell me what former president John Dramani Mahama achieved during his tenure?,1224643120433893379,2020-02-04 10:37:27+00:00,1.0,1.0,soon forgot u painted president akuffo addo black way back u also tell former president john dramani mahama achieved tenure,0.05555555555555555,0.0,1.0,0.14444444444444446
"#JoyNewsDesk The Executive Director of the Media Foundation for West Africa, Sulemana Braimah has described government official one in the Airbus bribery scandal as former president John Dramani Mahama. #ArriveAlive #JoyNews",1224643042122047490,2020-02-04 10:37:08+00:00,32.0,5.0,joynewsdesk executive director media foundation west africa sulemana braimah described government official one airbus bribery scandal former president john dramani mahama arrivealive joynews,0.116,0.0,0.884,0.0
Rational Ghanaians should disregard NPP allegations concerning John Dramani Mahama,1224616225772384258,2020-02-04 08:50:35+00:00,0.0,0.0,rational ghanaians disregard npp allegations concerning john dramani mahama,0.208,0.0,0.792,0.0
Elected government official 1 is John Dramani Mahama,1224593842781016074,2020-02-04 07:21:38+00:00,0.0,0.0,elected government official john dramani mahama,0.0,0.0,1.0,0.0
Airbus Scandal: ‘Government Official 1’ is John Dramani Mahama – NPP points out #3NewsGH #Sunrise3FM Click ,1224583909272358912,2020-02-04 06:42:10+00:00,7.0,0.0,airbus scandal official john dramani mahama npp points sunrise3fm click,0.244,0.0,0.756,0.0
Airbus Scandal: ‘Government Official 1’ is John Dramani Mahama – NPP points out #TV3NewDay Click https://3news.com/airbus-scandal-government-official-1-is-john-dramani-mahama-npp-points-out/,1224576745011122176,2020-02-04 06:13:42+00:00,11.0,1.0,airbus scandal official john dramani mahama npp points tv3newday click URL,0.225,0.0,0.775,0.0
NDCrsquos-Madam-Anita-Desoso-has-said-her-party-is-not-jolted-by-allegations-leveled-against-their-flagbearer-John-Dramani-Mahama-and-que... ,1224573069944967168,2020-02-04 05:59:05+00:00,0.0,0.0,ndcrsquosmadamanitadesosohassaidherpartyisnotjoltedbyallegationsleveledagainsttheirflagbearerjohndramanimahamaandque,0.0,0.0,1.0,0.0
Formal president of Ghana John Dramani Mahama has caused himself the most disgraceful for leader for being implicated in Airbus corruption trial . We want to see the current government suspend his pension and also investigate all his business deals both in Dubai and Ghana .,1224494100189192193,2020-02-04 00:45:18+00:00,2.0,0.0,formal president ghana john dramani mahama caused disgraceful leader implicated airbus corruption trial want see current government suspend pension also investigate business deals dubai ghana,0.28600000000000003,0.049,0.865,0.45
"*Airbus bribery scandal: Mahama is ‘Gov’t Official 1’ – The New Patriotic Party has revealed the unnamed ‘Government Official 1’ in the Airbus bribery scandal is former President John Dramani Mahama, now presidential candidate of the NDC for the 2020 Elections. @Generals_Creed – at Dansoman SSNIT Flats",1224443730641309698,2020-02-03 21:25:09+00:00,1.0,0.0,bribery scandal mahama official new patriotic party revealed unnamed official airbus bribery scandal former president john dramani mahama presidential candidate ndc elections USER_MENTION dansoman ssnit flats,0.184,0.15418181818181817,0.73,0.22727272727272727
