tweets,id,date,source,likes,retweets,clean_tweet,sentiment_negative,sentiment_positive,sentiment_neutral,subjectivity 
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.24850984694682e+18,Fri Apr 10 07:15:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.24850961972872e+18,Fri Apr 10 07:14:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485091647013396e+18,Fri Apr 10 07:12:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.248509085177217e+18,Fri Apr 10 07:12:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485090816079667e+18,Fri Apr 10 07:12:15 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @iwas_an: Finally,  Nana Aba has saved NDC from a great embarrassment. Nana Aba doing God's work. Nana Addo Dankwah Akuffo Addo wanted t…",1.2485090650863903e+18,Fri Apr 10 07:12:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,10.0,USER_MENTION finally nana aba saved ndc great embarrassment nana aba gods work nana addo dankwah akuffo addo wanted,0.117,0.678,0.605,0.875
"RT @elorm720: #ThankYouJM

@NAkufoAddo  Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly God bless ̈you…",1.248509043125166e+18,Fri Apr 10 07:12:06 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,23.0,USER_MENTION thankyoujm USER_MENTION akuffo addo taken good advice jm ndc implemented wrongly god bless,0.0,0.5149999999999999,0.585,0.75
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485086662208102e+18,Fri Apr 10 07:10:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
Those moving to Mahama cos of president Akuffo Addo's speech are just ignorants. All these are circumstantial inter… https://t.co/Vx4RsDjtfQ,1.2485086478915584e+18,Fri Apr 10 07:10:32 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",10.0,2.0,moving mahama cos president akuffo addos speech ignorants circumstantial URL,0.0,0.0,1.0,0.0
RT @Balingolucas: Mahama Dey forcing Akuffo Addo to play nonsense 😝!!! If not why didn’t he announce this package earlier ? JM investments…,1.248508616920961e+18,Fri Apr 10 07:10:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,12.0,USER_MENTION mahama dey forcing akuffo addo play nonsense announce package earlier jm,0.179,0.159,0.662,0.5
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485086133851668e+18,Fri Apr 10 07:10:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @elorm720: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subsidize, Lor…",1.2485085950896087e+18,Fri Apr 10 07:10:19 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,7.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even subsidize,0.0,0.139,0.861,0.5
"RT @ghost_genesis: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from J…",1.2485085879718748e+18,Fri Apr 10 07:10:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,6.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @elorm720: #ThankYouJM 

The @NAkufoAddo  Akuffo Addo led government is a government that lacks directions but for the policy alternativ…",1.2485085287315333e+18,Fri Apr 10 07:10:04 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,15.0,USER_MENTION thankyoujm USER_MENTION akuffo addo led government government lacks directions policy,0.0,0.0,1.0,0.0
"RT @aghahowa_17: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485082945174774e+18,Fri Apr 10 07:09:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,15.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @KwablagahStephe: #ThankYouJM

Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly 
#GodBlessJM",1.2485081019150377e+18,Fri Apr 10 07:08:22 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,28.0,USER_MENTION thankyoujm akuffo addo taken good advice jm ndc implemented wrongly godblessjm,0.0,0.30899999999999994,0.791,0.75
#GodBlessJM RT J__6lack: I remember Prez Akuffo-Addo statement that God brought the NPP so Ghanaians appreciate Joh… https://t.co/0KWAhFM8tg,1.2485080671358403e+18,Fri Apr 10 07:08:14 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0.0,0.0,godblessjm j__6lack remember prez akuffoaddo statement god brought npp ghanaians appreciate URL,0.0,0.324,0.676,0.0
"RT @J__6lack: You may not like me for my opinions, but John Dramani Mahama is far off better than Akuffo-Addo will and can ever be. Preside…",1.2485079996115804e+18,Fri Apr 10 07:07:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,1.0,USER_MENTION may like opinions john dramani mahama far better akuffoaddo ever,0.0,0.675,0.625,0.75
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485079732336067e+18,Fri Apr 10 07:07:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485079332955505e+18,Fri Apr 10 07:07:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"#ThankYouJM

Akuffo Addo has taken the advice from JM and the NDC, God bless ̈you JM",1.2485078032218644e+18,Fri Apr 10 07:07:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,thankyoujm akuffo addo taken advice jm ndc god bless jm,0.0,0.38,0.62,0.0
RT @Jake_Fianu: The Akuffo Addo led NPP government is a government that lacks directions but for the policy alternatives from JM and the ND…,1.2485077770619208e+18,Fri Apr 10 07:07:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,3.0,USER_MENTION akuffo addo led npp government government lacks directions policy alternatives jm,0.0,0.0,1.0,0.0
"RT @elorm720: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subsidize, Lor…",1.2485076744734802e+18,Fri Apr 10 07:06:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,7.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even subsidize,0.0,0.139,0.861,0.5
"RT @Kobladzimado: #ThankYouJM

Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly God bless ̈you JM",1.2485076618484326e+18,Fri Apr 10 07:06:37 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,2.0,USER_MENTION thankyoujm akuffo addo taken good advice jm ndc implemented wrongly god bless jm,0.0,0.5149999999999999,0.585,0.75
"RT @elorm720: #ThankYouJM 

The @NAkufoAddo  Akuffo Addo led government is a government that lacks directions but for the policy alternativ…",1.2485076259871375e+18,Fri Apr 10 07:06:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,15.0,USER_MENTION thankyoujm USER_MENTION akuffo addo led government government lacks directions policy,0.0,0.0,1.0,0.0
"RT @aghahowa_17: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.248507497880707e+18,Fri Apr 10 07:05:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,15.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
RT @Balingolucas: Mahama Dey forcing Akuffo Addo to play nonsense 😝!!! If not why didn’t he announce this package earlier ? JM investments…,1.2485074743800504e+18,Fri Apr 10 07:05:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,12.0,USER_MENTION mahama dey forcing akuffo addo play nonsense announce package earlier jm,0.179,0.159,0.662,0.5
RT @Jake_Fianu: The Akuffo Addo led NPP government is a government that lacks directions but for the policy alternatives from JM and the ND…,1.2485074322480292e+18,Fri Apr 10 07:05:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,3.0,USER_MENTION akuffo addo led npp government government lacks directions policy alternatives jm,0.0,0.0,1.0,0.0
"RT @KwablagahStephe: #ThankYouJM

Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly 
#GodBlessJM",1.2485072356318618e+18,Fri Apr 10 07:04:55 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,28.0,USER_MENTION thankyoujm akuffo addo taken good advice jm ndc implemented wrongly godblessjm,0.0,0.30899999999999994,0.791,0.75
RT @KwablagahStephe: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subsidi…,1.248507227813675e+18,Fri Apr 10 07:04:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,15.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even,0.0,0.149,0.851,0.5
"RT @aghahowa_17: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.248507173526737e+18,Fri Apr 10 07:04:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,15.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @KwablagahStephe: #ThankYouJM

Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly 
#GodBlessJM",1.2485071682754765e+18,Fri Apr 10 07:04:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,28.0,USER_MENTION thankyoujm akuffo addo taken good advice jm ndc implemented wrongly godblessjm,0.0,0.30899999999999994,0.791,0.75
RT @KwablagahStephe: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subsidi…,1.2485071650123612e+18,Fri Apr 10 07:04:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,15.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even,0.0,0.149,0.851,0.5
RT @Kobladzimado: President Akuffo Addo has done well with Electricity Tarrif subsidy #But forJM there wouldn't be enough to even subsidize…,1.2485071380345405e+18,Fri Apr 10 07:04:32 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,3.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy forjm wouldnt enough even,0.0,0.149,0.851,0.5
President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subs… https://t.co/AjsdNIZgE2,1.248507081902166e+18,Fri Apr 10 07:04:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3.0,1.0,president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even URL,0.0,0.149,0.851,0.5
"#ThankYouJM

Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly God bless ̈you JM",1.2485069764236943e+18,Fri Apr 10 07:03:53 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,1.0,thankyoujm akuffo addo taken good advice jm ndc implemented wrongly god bless jm,0.0,0.538,0.562,0.75
"RT @SirbBob: #ThankYouJM
Akuffo Addo has taken the advice from JM and the NDC, God bless you JM",1.2485069334572114e+18,Fri Apr 10 07:03:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,1.0,USER_MENTION thankyoujm akuffo addo taken advice jm ndc god bless jm,0.0,0.353,0.647,0.0
"RT @SirbBob: #ThankYouJM
The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM and th…",1.248506926238847e+18,Fri Apr 10 07:03:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,1.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative jm,0.0,0.0,1.0,0.0
"RT @SirbBob: President Akuffo Addo has done well with Electricity Tarrif subsidy #But forJM there wouldn't be enough to even subsidize, Lor…",1.2485069155811205e+18,Fri Apr 10 07:03:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,1.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy forjm wouldnt enough even subsidize,0.0,0.139,0.861,0.5
RT @__fatcheeks: Man I love the way Akuffo Addo speaks❣️,1.248506802339119e+18,Fri Apr 10 07:03:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,2.0,USER_MENTION man love way akuffo addo,0.0,0.9570000000000001,0.543,0.6
"RT @aghahowa_17: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485067447554785e+18,Fri Apr 10 07:02:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,15.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @KwablagahStephe: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from…",1.2485067169094902e+18,Fri Apr 10 07:02:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,20.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
The Akuffo Addo led NPP government is a government that lacks directions but for the policy alternatives from JM an… https://t.co/7Y2KZaA9X9,1.2485067113229066e+18,Fri Apr 10 07:02:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",12.0,3.0,akuffo addo led npp government government lacks directions policy alternatives jm URL,0.0,0.0,1.0,0.0
"RT @elorm720: #ThankYouJM

@NAkufoAddo  Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly God bless ̈you…",1.2485065007770337e+18,Fri Apr 10 07:02:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,23.0,USER_MENTION thankyoujm USER_MENTION akuffo addo taken good advice jm ndc implemented wrongly god bless,0.0,0.5149999999999999,0.585,0.75
"RT @elorm720: #ThankYouJM

@NAkufoAddo  Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly God bless ̈you…",1.2485064296543437e+18,Fri Apr 10 07:01:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,23.0,USER_MENTION thankyoujm USER_MENTION akuffo addo taken good advice jm ndc implemented wrongly god bless,0.0,0.5149999999999999,0.585,0.75
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485062804671939e+18,Fri Apr 10 07:01:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485062781391544e+18,Fri Apr 10 07:01:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485062546678702e+18,Fri Apr 10 07:01:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485062236636447e+18,Fri Apr 10 07:00:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @KwablagahStephe: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from…",1.248506131929903e+18,Fri Apr 10 07:00:32 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,20.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @elorm720: #ThankYouJM

@NAkufoAddo  Akuffo Addo has taken the good advice from JM and the NDC but implemented it wrongly God bless ̈you…",1.2485057307405476e+18,Fri Apr 10 06:58:56 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,23.0,USER_MENTION thankyoujm USER_MENTION akuffo addo taken good advice jm ndc implemented wrongly god bless,0.0,0.5149999999999999,0.585,0.75
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.2485051639390659e+18,Fri Apr 10 06:56:41 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.248505043940229e+18,Fri Apr 10 06:56:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485047889433518e+18,Fri Apr 10 06:55:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @walk_in_online: Hello Guys👋. Casual outfits restocked in all sizes. Price ranges from Gh35 to Gh85.
Accra Branch - 0540306824
Kumasi Br…",1.2485041472397844e+18,Fri Apr 10 06:52:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,25.0,USER_MENTION hello casual outfits restocked sizes price ranges gh35 gh85 accra branch kumasi,0.5000000000000001,0.13,0.87,0.8666666666666667
"RT @ElikemKotoko: President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subsidize,…",1.2485039156597187e+18,Fri Apr 10 06:51:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,75.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy butforjm enough even,0.0,0.16,0.84,0.5
"RT @sergio_de_ennin: Two great Nana in the history of Ghana 🇬🇭 

1. Nana Akuffo Addo ( Addresses Pandemic) 

2. Nana Aba Namoah ( Releases…",1.248503661849989e+18,Fri Apr 10 06:50:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,6.0,USER_MENTION two great nana history ghana nana akuffo addo addresses pandemic nana aba namoah,0.0,1.04,0.76,0.75
"RT @ElikemKotoko: #ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM…",1.248503606002643e+18,Fri Apr 10 06:50:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,49.0,USER_MENTION thankyoujm akuffo addo led government government lacks directions policy alternative,0.0,0.0,1.0,0.0
President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn’t be enough to even subs… https://t.co/eD1AncLdlB,1.2485034922237215e+18,Fri Apr 10 06:50:03 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",210.0,75.0,president akuffo addo done well electricity tarrif subsidy butforjm enough even URL,0.0,0.16,0.84,0.5
RT @Sylvie64769233: The Best President in the World now is my very own President Nana Addo Danquah Akuffo Addo. 🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭…,1.2485027424415867e+18,Fri Apr 10 06:47:04 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,14.0,USER_MENTION best president world president nana addo danquah akuffo addo,0.0,1.318,0.682,0.3
"#ThankYouJM 

The Akuffo Addo led government is a government that lacks directions but for the policy alternative f… https://t.co/P33qu9vIA2",1.2485022357486592e+18,Fri Apr 10 06:45:03 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",64.0,49.0,thankyoujm akuffo addo led government government lacks directions policy alternative URL,0.0,0.0,1.0,0.0
"RT @iwas_an: Finally,  Nana Aba has saved NDC from a great embarrassment. Nana Aba doing God's work. Nana Addo Dankwah Akuffo Addo wanted t…",1.248501600798163e+18,Fri Apr 10 06:42:32 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,10.0,USER_MENTION finally nana aba saved ndc great embarrassment nana aba gods work nana addo dankwah akuffo addo wanted,0.117,0.678,0.605,0.875
President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subs… https://t.co/MygPKV8BfT,1.2485009762285036e+18,Fri Apr 10 06:40:03 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",2.0,1.0,president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even URL,0.0,0.149,0.851,0.5
President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subs… https://t.co/gPZmRz1TP7,1.2485009738461553e+18,Fri Apr 10 06:40:02 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.0,1.0,president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even URL,0.0,0.149,0.851,0.5
The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM and the… https://t.co/t2QpyVvRvB,1.2485008442337772e+18,Fri Apr 10 06:39:31 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.0,0.0,akuffo addo led government government lacks directions policy alternative jm URL,0.0,0.0,1.0,0.0
RT @thatEsselguy: Akuffo Addo for appoint  Mahama make he take offertory &amp; Tithes at the National Cathedral .,1.2485008167820575e+18,Fri Apr 10 06:39:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,26.0,USER_MENTION akuffo addo appoint mahama make take offertory tithes national cathedral,0.0,0.0,1.0,0.0
The Akuffo Addo led government is a government that lacks directions but for the policy alternative from JM and the… https://t.co/mD476chJAW,1.248500558031278e+18,Fri Apr 10 06:38:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0,0.0,akuffo addo led government government lacks directions policy alternative jm URL,0.0,0.0,1.0,0.0
President Akuffo Addo has done well with Electricity Tarrif subsidy #But forJM there wouldn't be enough to even sub… https://t.co/HBvzVUysDp,1.2485000571893883e+18,Fri Apr 10 06:36:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,1.0,president akuffo addo done well electricity tarrif subsidy forjm wouldnt enough even URL,0.0,0.149,0.851,0.5
RT @Kobladzimado: President Akuffo Addo has done well with Electricity Tarrif subsidy #But forJM there wouldn't be enough to even subsidize…,1.2484998297742418e+18,Fri Apr 10 06:35:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,3.0,USER_MENTION president akuffo addo done well electricity tarrif subsidy forjm wouldnt enough even,0.0,0.149,0.851,0.5
"#ThankYouJM
The Akuffo Addo led government is a government that lacks directions but for the policy alternative fro… https://t.co/5nIBIAWnBc",1.2484997356624323e+18,Fri Apr 10 06:35:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,1.0,thankyoujm akuffo addo led government government lacks directions policy alternative URL,0.0,0.0,1.0,0.0
President Akuffo Addo has done well with Electricity Tarrif subsidy #ButforJM there wouldn't be enough to even subs… https://t.co/s8xkD0YTNK,1.248499715303297e+18,Fri Apr 10 06:35:02 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.0,0.0,president akuffo addo done well electricity tarrif subsidy butforjm wouldnt enough even URL,0.0,0.149,0.851,0.5
